fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;9;8;6;0;0;2
18264.0;9;91;79;0;2;10
18265.0;9;1288;1219;0;8;61
18266.0;9;164;154;0;1;9
18267.0;9;92;87;0;5;0
18268.0;9;298;276;0;22;0
18269.0;9;718;717;0;1;0
18270.0;9;1160;1155;0;5;0
18292.0;9;1;1;0;0;0
18294.0;9;3;2;0;0;1
18295.0;9;84;63;0;1;20
18296.0;9;1065;1008;0;2;55
18297.0;9;154;149;0;0;5
18298.0;9;107;92;0;15;0
18299.0;9;240;218;0;21;1
18300.0;9;471;471;0;0;0
18301.0;9;1036;1031;0;5;0
18305.0;9;9;7;0;0;2
18306.0;9;1;1;0;0;0
18307.0;9;10;10;0;0;0
18308.0;9;6;5;0;0;1
18309.0;9;2;1;0;0;1
18310.0;9;4;4;0;0;0
18311.0;9;1;1;0;0;0
18312.0;9;14;11;0;0;3
18313.0;9;16;14;0;0;2
18314.0;9;11;9;0;0;2
18315.0;9;8;6;0;0;2
18316.0;9;14;9;0;0;5
18317.0;9;22;18;0;1;3
18318.0;9;31;20;0;0;11
18319.0;9;17;13;0;1;3
18320.0;9;36;29;0;1;6
18321.0;9;27;19;0;0;8
18323.0;9;3;2;0;0;1
18324.0;9;91;76;0;1;14
18325.0;9;1209;1166;1;3;39
18326.0;9;139;130;0;0;9
18327.0;9;127;102;0;25;0
18328.0;9;276;268;0;8;0
18329.0;9;916;915;0;1;0
18330.0;9;1080;1078;0;2;0
18334.0;9;1365;1268;0;6;91
18335.0;9;1327;1237;0;9;81
18336.0;9;1375;1293;0;13;69
18337.0;9;1714;1544;0;13;157
18338.0;9;1568;1476;0;10;82
18339.0;9;1685;1583;0;7;95
18340.0;9;1610;1523;0;6;81
18341.0;9;1899;1793;0;7;99
18342.0;9;1458;1387;0;8;63
18343.0;9;1311;1237;0;0;74
18344.0;9;1512;1408;0;11;93
18345.0;9;1416;1335;0;4;77
18346.0;9;1325;1252;0;3;70
18347.0;9;1387;1320;0;1;66
18348.0;9;1256;1196;0;6;54
18349.0;9;1329;1263;0;5;61
18350.0;9;1042;971;0;6;65
18351.0;9;1202;1105;0;8;89
18352.0;9;1132;1072;0;1;59
