fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;16;0;0;0;0;0
18264.0;16;47;47;0;0;0
18265.0;16;288;266;0;0;22
18266.0;16;41;32;0;0;9
18267.0;16;7;7;0;0;0
18268.0;16;7;7;0;0;0
18269.0;16;219;219;0;0;0
18270.0;16;729;729;0;0;0
18292.0;16;0;0;0;0;0
18294.0;16;0;0;0;0;0
18295.0;16;56;54;0;0;2
18296.0;16;256;239;0;0;17
18297.0;16;50;41;0;0;9
18298.0;16;12;11;0;0;1
18299.0;16;8;8;0;0;0
18300.0;16;299;299;0;0;0
18301.0;16;611;611;0;0;0
18305.0;16;0;0;0;0;0
18306.0;16;0;0;0;0;0
18307.0;16;3;3;0;0;0
18308.0;16;1;1;0;0;0
18309.0;16;2;2;0;0;0
18310.0;16;0;0;0;0;0
18311.0;16;1;1;0;0;0
18312.0;16;1;1;0;0;0
18313.0;16;3;3;0;0;0
18314.0;16;4;4;0;0;0
18315.0;16;1;1;0;0;0
18316.0;16;6;6;0;0;0
18317.0;16;12;11;0;0;1
18318.0;16;11;11;0;0;0
18319.0;16;14;13;0;0;1
18320.0;16;33;31;0;0;2
18321.0;16;25;25;0;0;0
18323.0;16;0;0;0;0;0
18324.0;16;58;57;0;0;1
18325.0;16;330;309;0;0;21
18326.0;16;35;28;0;0;7
18327.0;16;10;7;0;0;3
18328.0;16;13;13;0;0;0
18329.0;16;403;403;0;0;0
18330.0;16;489;489;0;0;0
18334.0;16;430;411;0;0;19
18335.0;16;420;410;0;0;10
18336.0;16;433;418;0;0;15
18337.0;16;599;578;0;0;21
18338.0;16;539;519;0;0;20
18339.0;16;553;544;0;0;9
18340.0;16;467;450;0;0;17
18341.0;16;613;583;0;0;30
18342.0;16;433;423;0;0;10
18343.0;16;394;384;0;0;10
18344.0;16;483;460;0;0;23
18345.0;16;396;377;0;0;19
18346.0;16;411;391;0;0;20
18347.0;16;365;351;0;0;14
18348.0;16;398;387;0;0;11
18349.0;16;290;279;0;0;11
18350.0;16;268;240;0;0;28
18351.0;16;321;304;0;0;17
18352.0;16;269;250;0;0;19
18354.0;16;0;0;0;0;0
18355.0;16;69;69;0;0;0
18356.0;16;216;201;0;0;15
18357.0;16;18;13;0;0;5
18358.0;16;8;6;0;0;2
18359.0;16;7;7;0;0;0
18360.0;16;364;364;0;0;0
18361.0;16;401;401;0;0;0
18365.0;16;131;110;0;0;21
18366.0;16;104;89;0;0;15
18367.0;16;109;99;0;0;10
18368.0;16;128;108;0;0;20
18369.0;16;150;132;0;0;18
18370.0;16;108;97;0;0;11
18371.0;16;54;50;0;0;4
18372.0;16;82;78;0;0;4
18373.0;16;78;70;0;0;8
18374.0;16;64;49;0;0;15
18375.0;16;66;58;0;0;8
18376.0;16;97;85;0;0;12
18377.0;16;47;38;0;0;9
18378.0;16;42;32;0;0;10
18379.0;16;31;29;0;0;2
18380.0;16;49;38;0;0;11
18381.0;16;39;31;0;0;8
18382.0;16;33;26;0;0;7
18384.0;16;0;0;0;0;0
18385.0;16;76;75;0;0;1
18386.0;16;229;218;0;0;11
18387.0;16;21;19;0;0;2
18388.0;16;11;9;0;0;2
18389.0;16;17;17;0;0;0
18390.0;16;370;370;0;0;0
18391.0;16;633;633;0;0;0
18395.0;16;26;23;0;0;3
18396.0;16;16;12;0;0;4
18397.0;16;14;11;0;0;3
18398.0;16;16;7;0;0;9
18399.0;16;6;6;0;0;0
18400.0;16;16;13;0;0;3
18401.0;16;11;11;0;0;0
18402.0;16;10;8;0;0;2
18403.0;16;11;9;0;0;2
18404.0;16;9;6;0;0;3
18405.0;16;7;6;0;0;1
18406.0;16;3;2;0;0;1
18407.0;16;6;6;0;0;0
18408.0;16;9;8;0;0;1
18409.0;16;2;2;0;0;0
18410.0;16;6;4;0;0;2
18411.0;16;3;2;0;0;1
18412.0;16;7;3;0;0;4
18413.0;16;0;0;0;0;0
18415.0;16;0;0;0;0;0
18416.0;16;81;80;0;0;1
18417.0;16;299;285;0;0;14
18418.0;16;24;13;0;0;11
18419.0;16;12;10;0;0;2
18420.0;16;31;31;0;0;0
18421.0;16;347;347;0;0;0
18422.0;16;609;609;0;0;0
18426.0;16;8;8;0;0;0
18427.0;16;6;6;0;0;0
18428.0;16;14;14;0;0;0
18429.0;16;11;11;0;0;0
18430.0;16;8;8;0;0;0
18431.0;16;12;12;0;0;0
18432.0;16;11;11;0;0;0
18433.0;16;4;4;0;0;0
18434.0;16;6;6;0;0;0
18435.0;16;7;7;0;0;0
18436.0;16;5;5;0;0;0
18437.0;16;13;13;0;0;0
18438.0;16;5;5;0;0;0
18439.0;16;10;10;0;0;0
18440.0;16;5;5;0;0;0
18441.0;16;7;7;0;0;0
18442.0;16;8;8;0;0;0
18443.0;16;14;14;0;0;0
18445.0;16;0;0;0;0;0
18446.0;16;92;87;0;0;5
18447.0;16;241;223;0;0;18
18448.0;16;23;12;0;0;11
18449.0;16;20;12;0;0;8
18450.0;16;31;31;0;0;0
18451.0;16;261;261;0;0;0
18452.0;16;592;592;0;0;0
18456.0;16;52;52;0;0;0
18457.0;16;80;80;0;0;0
18458.0;16;93;93;0;0;0
18459.0;16;127;127;0;0;0
18460.0;16;102;102;0;0;0
18461.0;16;185;185;0;0;0
18462.0;16;93;93;0;0;0
18463.0;16;110;110;0;0;0
18464.0;16;121;121;0;0;0
18465.0;16;157;157;0;0;0
18466.0;16;122;122;0;0;0
18467.0;16;111;111;0;0;0
18468.0;16;173;173;0;0;0
18469.0;16;166;166;0;0;0
18470.0;16;216;216;0;0;0
18471.0;16;226;226;0;0;0
18472.0;16;203;203;0;0;0
18473.0;16;151;151;0;0;0
18474.0;16;183;183;0;0;0
18476.0;16;0;0;0;0;0
18477.0;16;101;98;0;0;3
18478.0;16;243;218;0;0;25
18479.0;16;27;19;0;0;8
18480.0;16;15;14;0;0;1
18481.0;16;37;37;0;0;0
18482.0;16;292;292;0;0;0
18483.0;16;675;675;0;0;0
18487.0;16;362;362;0;0;0
18488.0;16;287;287;0;0;0
18489.0;16;499;499;0;0;0
18490.0;16;532;532;0;0;0
18491.0;16;679;679;0;0;0
18492.0;16;562;562;0;0;0
18493.0;16;654;654;0;0;0
18494.0;16;432;432;0;0;0
18495.0;16;368;368;0;0;0
18496.0;16;518;518;0;0;0
18497.0;16;684;684;0;0;0
18498.0;16;755;755;0;0;0
18499.0;16;834;834;0;0;0
18500.0;16;657;657;0;0;0
18501.0;16;425;425;0;0;0
18502.0;16;445;445;0;0;0
18503.0;16;523;523;0;0;0
18504.0;16;567;567;0;0;0
18505.0;16;690;690;0;0;0
18507.0;16;1;0;0;0;1
18508.0;16;143;140;0;0;3
18509.0;16;215;193;0;0;22
18510.0;16;20;13;0;0;7
18511.0;16;13;12;0;0;1
18512.0;16;34;34;0;0;0
18513.0;16;528;528;0;0;0
18514.0;16;527;527;0;0;0
18518.0;16;2;2;0;0;0
18537.0;16;0;0;0;0;0
18538.0;16;227;225;0;0;2
18539.0;16;199;176;0;0;23
18540.0;16;10;6;0;0;4
18541.0;16;8;8;0;0;0
18542.0;16;25;25;0;0;0
18543.0;16;493;493;0;0;0
18544.0;16;313;313;0;0;0
18568.0;16;0;0;0;0;0
18569.0;16;228;221;0;0;7
18570.0;16;140;124;0;0;16
18571.0;16;24;23;0;0;1
