fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;14;0;0;0;0;0
18264.0;14;5;4;1;0;0
18265.0;14;28;19;9;0;0
18266.0;14;8;1;7;0;0
18267.0;14;4;4;0;0;0
18268.0;14;5;5;0;0;0
18269.0;14;82;82;0;0;0
18270.0;14;349;349;0;0;0
18292.0;14;0;0;0;0;0
18294.0;14;0;0;0;0;0
18295.0;14;8;6;2;0;0
18296.0;14;30;21;9;0;0
18297.0;14;17;1;16;0;0
18298.0;14;2;2;0;0;0
18299.0;14;2;2;0;0;0
18300.0;14;61;61;0;0;0
18301.0;14;344;344;0;0;0
18305.0;14;0;0;0;0;0
18306.0;14;1;0;1;0;0
18307.0;14;0;0;0;0;0
18308.0;14;0;0;0;0;0
18309.0;14;3;0;3;0;0
18310.0;14;1;0;1;0;0
18311.0;14;1;0;1;0;0
18312.0;14;0;0;0;0;0
18313.0;14;0;0;0;0;0
18314.0;14;1;1;0;0;0
18315.0;14;1;1;0;0;0
18316.0;14;2;1;1;0;0
18317.0;14;3;1;2;0;0
18318.0;14;1;0;1;0;0
18319.0;14;1;1;0;0;0
18320.0;14;3;1;2;0;0
18321.0;14;3;2;1;0;0
18323.0;14;0;0;0;0;0
18324.0;14;6;3;3;0;0
18325.0;14;26;14;12;0;0
18326.0;14;4;1;3;0;0
18327.0;14;2;2;0;0;0
18328.0;14;3;3;0;0;0
18329.0;14;75;75;0;0;0
18330.0;14;307;307;0;0;0
18334.0;14;104;70;33;0;1
18335.0;14;108;80;28;0;0
18336.0;14;97;70;26;0;1
18337.0;14;130;98;32;0;0
18338.0;14;103;79;24;0;0
18339.0;14;122;91;30;0;1
18340.0;14;120;80;40;0;0
18341.0;14;122;86;36;0;0
18342.0;14;83;67;15;0;1
18343.0;14;79;64;15;0;0
18344.0;14;128;100;28;0;0
18345.0;14;78;61;17;0;0
18346.0;14;84;65;17;0;2
18347.0;14;47;36;11;0;0
18348.0;14;52;36;14;0;2
18349.0;14;40;29;11;0;0
18350.0;14;35;23;12;0;0
18351.0;14;41;26;15;0;0
18352.0;14;30;23;7;0;0
18354.0;14;0;0;0;0;0
18355.0;14;11;5;6;0;0
18356.0;14;22;19;3;0;0
18357.0;14;3;2;1;0;0
18358.0;14;2;2;0;0;0
18359.0;14;6;6;0;0;0
18360.0;14;97;97;0;0;0
18361.0;14;301;301;0;0;0
18365.0;14;7;1;6;0;0
18366.0;14;7;5;2;0;0
18367.0;14;9;5;3;0;1
18368.0;14;2;1;1;0;0
18369.0;14;6;3;3;0;0
18370.0;14;5;0;5;0;0
18371.0;14;4;3;1;0;0
18372.0;14;2;1;1;0;0
18373.0;14;7;2;5;0;0
18374.0;14;8;3;5;0;0
18375.0;14;12;3;9;0;0
18376.0;14;6;0;6;0;0
18377.0;14;3;2;1;0;0
18378.0;14;6;3;3;0;0
18379.0;14;1;0;1;0;0
18380.0;14;16;0;16;0;0
18381.0;14;10;2;8;0;0
18382.0;14;25;1;24;0;0
18384.0;14;2;0;2;0;0
18385.0;14;14;10;4;0;0
18386.0;14;29;11;18;0;0
18387.0;14;2;1;1;0;0
18388.0;14;1;1;0;0;0
18389.0;14;7;7;0;0;0
18390.0;14;63;63;0;0;0
18391.0;14;315;315;0;0;0
18395.0;14;5;5;0;0;0
18396.0;14;2;2;0;0;0
18397.0;14;0;0;0;0;0
18398.0;14;1;1;0;0;0
18399.0;14;1;1;0;0;0
18400.0;14;2;2;0;0;0
18401.0;14;2;2;0;0;0
18402.0;14;0;0;0;0;0
18403.0;14;1;1;0;0;0
18404.0;14;1;1;0;0;0
18405.0;14;2;2;0;0;0
18406.0;14;0;0;0;0;0
18407.0;14;1;1;0;0;0
18408.0;14;0;0;0;0;0
18409.0;14;4;4;0;0;0
18410.0;14;2;2;0;0;0
18411.0;14;1;1;0;0;0
18412.0;14;1;1;0;0;0
18413.0;14;0;0;0;0;0
18415.0;14;0;0;0;0;0
18416.0;14;13;10;3;0;0
18417.0;14;15;6;9;0;0
18418.0;14;2;2;0;0;0
18419.0;14;3;3;0;0;0
18420.0;14;8;8;0;0;0
18421.0;14;61;61;0;0;0
18422.0;14;225;225;0;0;0
18426.0;14;1;1;0;0;0
18427.0;14;3;3;0;0;0
18428.0;14;2;2;0;0;0
18429.0;14;1;1;0;0;0
18430.0;14;2;2;0;0;0
18431.0;14;2;2;0;0;0
18432.0;14;3;3;0;0;0
18433.0;14;3;3;0;0;0
18434.0;14;5;5;0;0;0
18435.0;14;4;4;0;0;0
18436.0;14;5;5;0;0;0
18437.0;14;7;7;0;0;0
18438.0;14;5;5;0;0;0
18439.0;14;7;7;0;0;0
18440.0;14;6;6;0;0;0
18441.0;14;3;3;0;0;0
18442.0;14;10;10;0;0;0
18443.0;14;3;3;0;0;0
18445.0;14;0;0;0;0;0
18446.0;14;20;15;5;0;0
18447.0;14;10;4;5;0;1
18448.0;14;2;2;0;0;0
18449.0;14;0;0;0;0;0
18450.0;14;13;13;0;0;0
18451.0;14;110;110;0;0;0
18452.0;14;226;226;0;0;0
18456.0;14;13;13;0;0;0
18457.0;14;21;21;0;0;0
18458.0;14;31;31;0;0;0
18459.0;14;24;24;0;0;0
18460.0;14;31;31;0;0;0
18461.0;14;21;21;0;0;0
18462.0;14;26;26;0;0;0
18463.0;14;38;38;0;0;0
18464.0;14;49;49;0;0;0
18465.0;14;58;58;0;0;0
18466.0;14;48;48;0;0;0
18467.0;14;73;73;0;0;0
18468.0;14;84;84;0;0;0
18469.0;14;50;50;0;0;0
18470.0;14;60;60;0;0;0
18471.0;14;74;74;0;0;0
18472.0;14;90;90;0;0;0
18473.0;14;63;63;0;0;0
18474.0;14;56;56;0;0;0
18476.0;14;0;0;0;0;0
18477.0;14;19;14;5;0;0
18478.0;14;40;16;24;0;0
18479.0;14;1;1;0;0;0
18480.0;14;2;2;0;0;0
18481.0;14;16;16;0;0;0
18482.0;14;87;87;0;0;0
18483.0;14;238;238;0;0;0
18487.0;14;192;192;0;0;0
18488.0;14;179;179;0;0;0
18489.0;14;177;177;0;0;0
18490.0;14;130;130;0;0;0
18491.0;14;221;221;0;0;0
18492.0;14;190;190;0;0;0
18493.0;14;206;206;0;0;0
18494.0;14;231;231;0;0;0
18495.0;14;276;276;0;0;0
18496.0;14;276;276;0;0;0
18497.0;14;242;242;0;0;0
18498.0;14;262;262;0;0;0
18499.0;14;298;298;0;0;0
18500.0;14;318;318;0;0;0
18501.0;14;399;399;0;0;0
18502.0;14;331;331;0;0;0
18503.0;14;318;318;0;0;0
18504.0;14;307;307;0;0;0
18505.0;14;315;315;0;0;0
18507.0;14;0;0;0;0;0
18508.0;14;34;24;9;0;1
18509.0;14;27;5;21;0;1
18510.0;14;1;1;0;0;0
18511.0;14;2;2;0;0;0
18512.0;14;6;6;0;0;0
18513.0;14;94;94;0;0;0
18514.0;14;207;207;0;0;0
18518.0;14;90;90;0;0;0
18537.0;14;1;0;1;0;0
18538.0;14;65;48;16;0;1
18539.0;14;12;5;7;0;0
18540.0;14;1;1;0;0;0
18541.0;14;1;1;0;0;0
18542.0;14;9;9;0;0;0
18543.0;14;124;124;0;0;0
18544.0;14;224;224;0;0;0
18568.0;14;0;0;0;0;0
18569.0;14;74;56;17;0;1
18570.0;14;12;5;7;0;0
18571.0;14;2;2;0;0;0
18572.0;14;0;0;0;0;0
18573.0;14;17;17;0;0;0
18574.0;14;122;122;0;0;0
18575.0;14;143;143;0;0;0
18598.0;14;0;0;0;0;0
18599.0;14;62;40;21;0;1
18600.0;14;11;4;4;0;3
18601.0;14;3;3;0;0;0
18602.0;14;0;0;0;0;0
18603.0;14;12;12;0;0;0
18604.0;14;143;143;0;0;0
18605.0;14;89;89;0;0;0
