fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;10;1;1;0;0;0
18264.0;10;44;34;9;0;1
18265.0;10;240;202;31;1;6
18266.0;10;95;24;70;1;0
18267.0;10;14;14;0;0;0
18268.0;10;23;23;0;0;0
18269.0;10;259;259;0;0;0
18270.0;10;483;483;0;0;0
18292.0;10;4;3;1;0;0
18294.0;10;0;0;0;0;0
18295.0;10;46;36;9;0;1
18296.0;10;217;181;31;0;5
18297.0;10;110;31;76;0;3
18298.0;10;19;19;0;0;0
18299.0;10;23;23;0;0;0
18300.0;10;188;188;0;0;0
18301.0;10;556;556;0;0;0
18305.0;10;2;1;1;0;0
18306.0;10;2;2;0;0;0
18307.0;10;4;4;0;0;0
18308.0;10;1;1;0;0;0
18309.0;10;6;3;3;0;0
18310.0;10;2;1;1;0;0
18311.0;10;2;1;1;0;0
18312.0;10;6;3;3;0;0
18313.0;10;3;2;1;0;0
18314.0;10;2;2;0;0;0
18315.0;10;5;5;0;0;0
18316.0;10;15;13;2;0;0
18317.0;10;10;8;2;0;0
18318.0;10;9;8;1;0;0
18319.0;10;15;15;0;0;0
18320.0;10;28;22;5;0;1
18321.0;10;17;14;3;0;0
18323.0;10;5;1;3;0;1
18324.0;10;37;26;9;0;2
18325.0;10;216;190;23;0;3
18326.0;10;46;15;29;0;2
18327.0;10;11;11;0;0;0
18328.0;10;14;14;0;0;0
18329.0;10;258;258;0;0;0
18330.0;10;415;415;0;0;0
18334.0;10;499;444;45;0;10
18335.0;10;496;452;33;0;11
18336.0;10;532;469;55;0;8
18337.0;10;636;572;54;0;10
18338.0;10;559;509;39;0;11
18339.0;10;535;481;43;0;11
18340.0;10;495;456;33;0;6
18341.0;10;574;511;59;0;4
18342.0;10;452;412;32;0;8
18343.0;10;397;362;30;0;5
18344.0;10;485;431;51;0;3
18345.0;10;340;306;27;0;7
18346.0;10;411;359;42;0;10
18347.0;10;309;271;33;0;5
18348.0;10;334;295;27;0;12
18349.0;10;246;218;19;0;9
18350.0;10;217;183;23;0;11
18351.0;10;256;222;25;0;9
18352.0;10;181;151;23;0;7
18354.0;10;1;0;1;0;0
18355.0;10;38;34;4;0;0
18356.0;10;142;118;19;0;5
18357.0;10;28;6;21;0;1
18358.0;10;9;9;0;0;0
18359.0;10;6;6;0;0;0
18360.0;10;331;331;0;0;0
18361.0;10;483;483;0;0;0
18365.0;10;99;63;31;0;5
18366.0;10;98;63;29;0;6
18367.0;10;151;72;75;0;4
18368.0;10;131;53;75;0;3
18369.0;10;157;82;72;0;3
18370.0;10;199;52;142;0;5
18371.0;10;71;25;45;0;1
18372.0;10;72;35;34;0;3
18373.0;10;178;50;123;0;5
18374.0;10;156;35;120;0;1
18375.0;10;191;43;142;0;6
18376.0;10;230;40;187;0;3
18377.0;10;106;38;66;0;2
18378.0;10;38;19;18;0;1
18379.0;10;51;20;30;0;1
18380.0;10;120;37;82;0;1
18381.0;10;138;34;103;0;1
18382.0;10;114;19;94;0;1
18384.0;10;4;1;3;0;0
18385.0;10;56;46;8;0;2
18386.0;10;122;105;12;0;5
18387.0;10;20;12;8;0;0
18388.0;10;8;8;0;0;0
18389.0;10;11;11;0;0;0
18390.0;10;346;346;0;0;0
18391.0;10;448;448;0;0;0
18395.0;10;12;12;0;0;0
18396.0;10;19;19;0;0;0
18397.0;10;13;13;0;0;0
18398.0;10;8;8;0;0;0
18399.0;10;7;7;0;0;0
