fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;1;2;2;0;0;0
18264.0;1;34;25;9;0;0
18265.0;1;356;323;32;0;1
18266.0;1;100;16;84;0;0
18267.0;1;19;19;0;0;0
18268.0;1;23;23;0;0;0
18269.0;1;246;246;0;0;0
18270.0;1;946;946;0;0;0
18292.0;1;0;0;0;0;0
18294.0;1;2;1;1;0;0
18295.0;1;33;31;2;0;0
18296.0;1;263;216;47;0;0
18297.0;1;95;15;80;0;0
18298.0;1;6;6;0;0;0
18299.0;1;14;14;0;0;0
18300.0;1;213;213;0;0;0
18301.0;1;808;808;0;0;0
18305.0;1;2;1;1;0;0
18306.0;1;1;1;0;0;0
18307.0;1;4;1;3;0;0
18308.0;1;0;0;0;0;0
18309.0;1;2;0;2;0;0
18310.0;1;3;3;0;0;0
18311.0;1;1;0;1;0;0
18312.0;1;8;3;5;0;0
18313.0;1;5;4;1;0;0
18314.0;1;2;2;0;0;0
18315.0;1;2;2;0;0;0
18316.0;1;5;5;0;0;0
18317.0;1;9;9;0;0;0
18318.0;1;9;9;0;0;0
18319.0;1;11;7;4;0;0
18320.0;1;8;7;1;0;0
18321.0;1;9;8;1;0;0
18323.0;1;1;1;0;0;0
18324.0;1;42;36;6;0;0
18325.0;1;202;172;30;0;0
18326.0;1;27;8;19;0;0
18327.0;1;16;16;0;0;0
18328.0;1;27;27;0;0;0
18329.0;1;283;283;0;0;0
18330.0;1;687;687;0;0;0
18334.0;1;487;447;40;0;0
18335.0;1;420;392;28;0;0
18336.0;1;450;409;41;0;0
18337.0;1;573;536;37;0;0
18338.0;1;574;538;36;0;0
18339.0;1;530;493;37;0;0
18340.0;1;556;522;34;0;0
18341.0;1;795;748;47;0;0
18342.0;1;544;517;26;0;1
18343.0;1;523;489;34;0;0
18344.0;1;562;535;27;0;0
18345.0;1;492;463;29;0;0
18346.0;1;522;487;34;0;1
18347.0;1;472;435;36;1;0
18348.0;1;423;392;31;0;0
18349.0;1;324;296;28;0;0
18350.0;1;340;319;21;0;0
18351.0;1;341;302;39;0;0
