fecha;cod_ine;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
18263.0;8;0;0;0;0;0
18264.0;8;67;16;0;3;48
18265.0;8;461;193;35;1;232
18266.0;8;21;9;3;0;9
18267.0;8;24;21;0;1;2
18268.0;8;17;17;0;0;0
18269.0;8;57;56;0;0;1
18270.0;8;536;534;0;0;2
18292.0;8;0;0;0;0;0
18294.0;8;0;0;0;0;0
18295.0;8;62;18;0;5;39
18296.0;8;366;147;24;1;194
18297.0;8;16;6;4;0;6
18298.0;8;29;16;0;11;2
18299.0;8;15;15;0;0;0
18300.0;8;62;61;0;0;1
18301.0;8;627;625;0;0;2
18305.0;8;0;0;0;0;0
18306.0;8;0;0;0;0;0
18307.0;8;0;0;0;0;0
18308.0;8;0;0;0;0;0
18309.0;8;0;0;0;0;0
18310.0;8;0;0;0;0;0
18311.0;8;0;0;0;0;0
18312.0;8;2;1;0;0;1
18313.0;8;0;0;0;0;0
18314.0;8;0;0;0;0;0
18315.0;8;0;0;0;0;0
18316.0;8;4;0;0;0;4
18317.0;8;4;1;0;0;3
18318.0;8;5;2;0;0;3
18319.0;8;9;2;0;0;7
18320.0;8;11;4;1;0;6
18321.0;8;15;3;0;0;12
18323.0;8;0;0;0;0;0
18324.0;8;48;15;0;0;33
18325.0;8;341;148;27;1;165
18326.0;8;48;6;2;0;40
18327.0;8;40;39;0;1;0
18328.0;8;23;23;0;0;0
18329.0;8;76;76;0;0;0
18330.0;8;577;575;0;0;2
18334.0;8;628;183;1;3;441
18335.0;8;605;158;1;2;444
18336.0;8;774;249;3;6;516
18337.0;8;809;239;3;1;566
18338.0;8;745;199;5;2;539
18339.0;8;791;214;4;1;572
18340.0;8;745;242;3;2;498
18341.0;8;936;310;8;6;612
18342.0;8;623;199;5;1;418
18343.0;8;663;178;12;0;473
18344.0;8;757;249;13;1;494
18345.0;8;647;249;17;1;380
18346.0;8;665;241;20;3;401
18347.0;8;587;240;16;2;329
18348.0;8;509;198;15;3;293
18349.0;8;410;166;25;1;218
18350.0;8;372;171;20;0;181
18351.0;8;523;230;22;3;268
18352.0;8;412;169;30;2;211
18354.0;8;0;0;0;0;0
18355.0;8;60;17;1;2;40
18356.0;8;381;144;35;0;202
18357.0;8;20;13;1;1;5
18358.0;8;37;30;0;6;1
18359.0;8;10;10;0;0;0
18360.0;8;99;98;0;0;1
18361.0;8;538;532;0;0;6
18365.0;8;327;106;10;1;210
18366.0;8;233;67;17;0;149
18367.0;8;180;77;6;0;97
18368.0;8;127;33;10;0;84
18369.0;8;145;24;14;0;107
18370.0;8;97;32;6;0;59
18371.0;8;105;33;1;0;71
18372.0;8;142;53;3;0;86
18373.0;8;147;34;4;0;109
18374.0;8;150;24;5;0;121
18375.0;8;88;22;2;0;64
18376.0;8;55;15;0;0;40
18377.0;8;52;14;2;0;36
18378.0;8;95;17;4;0;74
18379.0;8;104;24;1;0;79
18380.0;8;92;17;1;0;74
18381.0;8;69;8;2;2;57
18382.0;8;73;7;0;0;66
18384.0;8;0;0;0;0;0
18385.0;8;77;20;1;2;54
18386.0;8;462;237;33;1;191
18387.0;8;11;11;0;0;0
18388.0;8;33;31;0;1;1
18389.0;8;5;5;0;0;0
18390.0;8;92;92;0;0;0
18391.0;8;467;462;1;0;4
18395.0;8;37;33;1;2;1
18396.0;8;27;25;0;2;0
18397.0;8;35;33;0;2;0
18398.0;8;27;24;0;2;1
18399.0;8;13;9;0;3;1
18400.0;8;29;25;0;4;0
18401.0;8;33;26;0;5;2
18402.0;8;27;25;0;0;2
18403.0;8;19;17;0;2;0
18404.0;8;42;38;0;4;0
18405.0;8;31;25;0;5;1
18406.0;8;17;13;0;3;1
18407.0;8;36;35;0;1;0
18408.0;8;36;32;0;4;0
18409.0;8;39;36;0;1;2
18410.0;8;36;34;0;2;0
18411.0;8;31;27;0;0;4
